wave,blue
1973,0.942290327
1974,0.940012744
1975,0.937719133
1976,0.935409229
1977,0.933082758
1978,0.930739441
1979,0.928378991
1980,0.926001112
1981,0.9236055
1982,0.921191845
1983,0.918759826
1984,0.916309114
1985,0.913839369
1986,0.911350244
1987,0.90884138
1988,0.906312408
1989,0.903762947
1990,0.901192605
1991,0.898600981
1992,0.895987657
1993,0.893352205
1994,0.890694184
1995,0.888013135
1996,0.88530859
1997,0.882580061
1998,0.879827046
1999,0.877049026
2000,0.874245466
2001,0.872429433
2002,0.870602464
2003,0.868764404
2004,0.866915096
2005,0.865054377
2006,0.863182081
2007,0.861298039
2008,0.859402078
2009,0.857494021
2010,0.855573684
2011,0.853640884
2012,0.851695428
2013,0.849737123
2014,0.847765768
2015,0.845781159
2016,0.843783085
2017,0.841771333
2018,0.83974568
2019,0.837705901
2020,0.835651765
2021,0.833583032
2022,0.831499459
2023,0.829400795
2024,0.827286782
2025,0.825157156
2026,0.823011645
2027,0.820849969
2028,0.818671843
2029,0.81647697
2030,0.814265047
2031,0.812035762
2032,0.809788793
2033,0.80752381
2034,0.805240472
2035,0.802938428
2036,0.800617317
2037,0.798276765
2038,0.79591639
2039,0.793535794
2040,0.791134568
2041,0.788712291
2042,0.786268527
2043,0.783802826
2044,0.781314723
2045,0.778803736
2046,0.77626937
2047,0.773711109
2048,0.771128421
2049,0.768520755
2050,0.76588754
2051,0.764413386
2052,0.76293106
2053,0.761440455
2054,0.759941463
2055,0.758433973
2056,0.756917871
2057,0.755393041
2058,0.753859366
2059,0.752316726
2060,0.750764996
2061,0.74920405
2062,0.747633761
2063,0.746053996
2064,0.744464621
2065,0.742865499
2066,0.741256488
2067,0.739637446
2068,0.738008224
2069,0.736368672
2070,0.734718636
2071,0.733057959
2072,0.731386478
2073,0.729704029
2074,0.728010441
2075,0.726305542
2076,0.724589153
2077,0.722861093
2078,0.721121173
2079,0.719369203
2080,0.717604987
2081,0.715828321
2082,0.714039
2083,0.712236812
2084,0.710421537
2085,0.708592952
2086,0.706750828
2087,0.704894928
2088,0.703025009
2089,0.701140822
2090,0.699242109
2091,0.697328608
2092,0.695400045
2093,0.693456143
2094,0.691496613
2095,0.689521158
2096,0.687529474
2097,0.685521246
2098,0.683496149
2099,0.68145385
2100,0.679394002
2101,0.678426636
2102,0.677455333
2103,0.676480057
2104,0.675500769
2105,0.674517431
2106,0.673530004
2107,0.672538447
2108,0.67154272
2109,0.670542782
2110,0.669538591
2111,0.668530105
2112,0.66751728
2113,0.666500073
2114,0.665478439
2115,0.664452333
2116,0.663421709
2117,0.662386521
2118,0.66134672
2119,0.66030226
2120,0.659253089
2121,0.65819916
2122,0.657140421
2123,0.65607682
2124,0.655008305
2125,0.653934824
2126,0.652856321
2127,0.651772741
2128,0.650684029
2129,0.649590127
2130,0.648490978
2131,0.647386521
2132,0.646276698
2133,0.645161446
2134,0.644040704
2135,0.642914407
2136,0.641782491
2137,0.640644891
2138,0.639501539
2139,0.638352368
2140,0.637197306
2141,0.636036284
2142,0.634869229
2143,0.633696068
2144,0.632516725
2145,0.631331124
2146,0.630139186
2147,0.628940833
2148,0.627735984
2149,0.626524554
2150,0.625306461
2151,0.624782359
2152,0.624257011
2153,0.623730409
2154,0.623202547
2155,0.622673417
2156,0.622143012
2157,0.621611325
2158,0.621078348
2159,0.620544075
2160,0.620008498
2161,0.61947161
2162,0.618933403
2163,0.618393869
2164,0.617853001
2165,0.617310791
2166,0.616767231
2167,0.616222314
2168,0.615676031
2169,0.615128375
2170,0.614579337
2171,0.614028909
2172,0.613477083
2173,0.612923851
2174,0.612369204
2175,0.611813134
2176,0.611255633
2177,0.610696691
2178,0.610136299
2179,0.60957445
2180,0.609011135
2181,0.608446343
2182,0.607880067
2183,0.607312297
2184,0.606743023
2185,0.606172237
2186,0.60559993
2187,0.605026091
2188,0.60445071
2189,0.60387378
2190,0.603295289
2191,0.602715227
2192,0.602133585
2193,0.601550353
2194,0.60096552
2195,0.600379077
2196,0.599791012
2197,0.599201315
2198,0.598609976
2199,0.598016984
2200,0.597422328
2201,0.596925502
2202,0.596427507
2203,0.595928336
2204,0.595427983
2205,0.594926441
2206,0.594423703
2207,0.593919763
2208,0.593414614
2209,0.592908249
2210,0.592400661
2211,0.592781467
2212,0.593161584
2213,0.593541015
2214,0.593919763
2215,0.594297831
2216,0.594675222
2217,0.595051938
2218,0.595427983
2219,0.595803359
2220,0.596178069
2221,0.596552116
2222,0.596925502
2223,0.597298231
2224,0.597670304
2225,0.598041725
2226,0.598412496
2227,0.59878262
2228,0.5991521
2229,0.599520937
2230,0.599889136
2231,0.600256697
2232,0.600623625
2233,0.60098992
2234,0.601355587
2235,0.601720627
2236,0.602085043
2237,0.602448838
2238,0.602812013
2239,0.603174572
2240,0.603536517
2241,0.60389785
2242,0.604258573
2243,0.604618689
2244,0.604978201
2245,0.605337111
2246,0.60569542
2247,0.606053132
2248,0.606410249
2249,0.606766773
2250,0.607122706
2251,0.60825775
2252,0.609386842
2253,0.610510055
2254,0.61162746
2255,0.612739127
2256,0.613845123
2257,0.614945516
2258,0.616040372
2259,0.617129755
2260,0.618213728
2261,0.619292355
2262,0.620365695
2263,0.621433809
2264,0.622496757
2265,0.623554596
2266,0.624607382
2267,0.625655172
2268,0.626698022
2269,0.627735984
2270,0.628769112
2271,0.629797458
2272,0.630821074
2273,0.63184001
2274,0.632854315
2275,0.633864039
2276,0.634869229
2277,0.635869933
2278,0.636866197
2279,0.637858066
2280,0.638845587
2281,0.639828802
2282,0.640807756
2283,0.641782491
2284,0.64275305
2285,0.643719474
2286,0.644681804
2287,0.64564008
2288,0.646594341
2289,0.647544628
2290,0.648490978
2291,0.649433429
2292,0.650372018
2293,0.651306782
2294,0.652237757
2295,0.65316498
2296,0.654088484
2297,0.655008305
2298,0.655924477
2299,0.656837033
2300,0.657746006
2301,0.658801991
2302,0.659853195
2303,0.660899668
2304,0.66194146
2305,0.662978619
2306,0.664011193
2307,0.66503923
2308,0.666062775
2309,0.667081873
2310,0.668096571
2311,0.669106911
2312,0.670112938
2313,0.671114693
2314,0.67211222
2315,0.673105559
2316,0.674094751
2317,0.675079837
2318,0.676060856
2319,0.677037846
2320,0.678010847
2321,0.678979896
2322,0.679945031
2323,0.680906287
2324,0.681863702
2325,0.682817311
2326,0.683767148
2327,0.68471325
2328,0.685655649
2329,0.686594379
2330,0.687529474
2331,0.688460966
2332,0.689388887
2333,0.69031327
2334,0.691234145
2335,0.692151544
2336,0.693065496
2337,0.693976033
2338,0.694883183
2339,0.695786976
2340,0.696687441
2341,0.697584605
2342,0.698478498
2343,0.699369147
2344,0.700256579
2345,0.701140822
2346,0.702021901
2347,0.702899843
2348,0.703774675
2349,0.704646421
2350,0.705515107
2351,0.706997236
2352,0.708470568
2353,0.709935225
2354,0.711391325
2355,0.712838984
2356,0.714278315
2357,0.715709429
2358,0.717132435
2359,0.718547439
2360,0.719954544
2361,0.721353855
2362,0.722745469
2363,0.724129486
2364,0.725506001
2365,0.726875109
2366,0.728236903
2367,0.729591471
2368,0.730938904
2369,0.732279289
2370,0.73361271
2371,0.734939252
2372,0.736258997
2373,0.737572026
2374,0.738878418
2375,0.74017825
2376,0.741471599
2377,0.742758541
2378,0.744039148
2379,0.745313492
2380,0.746581646
2381,0.747843678
2382,0.749099657
2383,0.75034965
2384,0.751593724
2385,0.752831943
2386,0.754064372
2387,0.755291073
2388,0.756512108
2389,0.757727537
2390,0.758937421
2391,0.760141817
2392,0.761340785
2393,0.762534379
2394,0.763722657
2395,0.764905674
2396,0.766083482
2397,0.767256136
2398,0.768423688
2399,0.769586189
2400,0.77074369
2401,0.772566296
2402,0.774376686
2403,0.776175049
2404,0.77796157
2405,0.779736431
2406,0.781499805
2407,0.783251867
2408,0.784992783
2409,0.786722718
2410,0.788441831
2411,0.79015028
2412,0.791848218
2413,0.793535794
2414,0.795213154
2415,0.796880442
2416,0.798537798
2417,0.800185359
2418,0.801823259
2419,0.803451628
2420,0.805070596
2421,0.806680288
2422,0.808280827
2423,0.809872333
2424,0.811454926
2425,0.813028719
2426,0.814593827
2427,0.816150361
2428,0.817698429
2429,0.819238138
2430,0.820769593
2431,0.822292896
2432,0.823808148
2433,0.825315447
2434,0.826814891
2435,0.828306573
2436,0.829790587
2437,0.831267024
2438,0.832735975
2439,0.834197526
2440,0.835651765
2441,0.837098776
2442,0.838538642
2443,0.839971446
2444,0.841397267
2445,0.842816185
2446,0.844228276
2447,0.845633618
2448,0.847032284
2449,0.848424349
2450,0.849809884
2451,0.851406125
2452,0.852993814
2453,0.854573059
2454,0.856143964
2455,0.85770663
2456,0.859261158
2457,0.860807646
2458,0.862346189
2459,0.863876884
2460,0.865399823
2461,0.866915096
2462,0.868422793
2463,0.869923002
2464,0.87141581
2465,0.8729013
2466,0.874379556
2467,0.87585066
2468,0.877314692
2469,0.87877173
2470,0.880221852
2471,0.881665135
2472,0.883101653
2473,0.884531479
2474,0.885954686
2475,0.887371345
2476,0.888781526
2477,0.890185297
2478,0.891582727
2479,0.89297388
2480,0.894358824
2481,0.895737622
2482,0.897110337
2483,0.898477032
2484,0.899837768
2485,0.901192605
2486,0.902541603
2487,0.90388482
2488,0.905222313
2489,0.906554139
2490,0.907880353
2491,0.909201012
2492,0.910516168
2493,0.911825874
2494,0.913130184
2495,0.914429148
2496,0.915722819
2497,0.917011244
2498,0.918294475
2499,0.91957256
2500,0.920845546
